linked_public_doc,internal_date,public_date,gap_days,internal_event_type,internal_aspect,final_internal_sentiment,final_public_sentiment,finbert_score,sentiment_gap_score,narrative_gap_flag,risk_score,public_headline,internal_text,advisory_output
news_011300,2019-04-25 00:00:00,2019-04-25 00:00:00,0,M&A,strategic_event,neutral,negative,0.7900663018226624,1,0,5,Sainsbury's-Asda merger blocked by competition watchdog,Team comments suggest that This transaction could strengthen the position significantly. Could be important.,No significant narrative gap detected.
news_038463,2019-05-06 00:00:00,2019-05-06 00:00:00,0,REGULATORY,regulatory,neutral,negative,0.9364171028137207,1,0,5,Kraft Heinz to restate nearly three years of financial reports after investigation,Discussion suggests the regulatory angle may become more serious. Worth monitoring.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 0 day(s) earlier than external coverage."
news_037890,2019-05-20 00:00:00,2019-05-20 00:00:00,0,FORECAST,timing,neutral,negative,0.9608021378517151,1,0,5,"Lumentum says halting all Huawei shipments, cuts quarterly forecast","From the tone of recent messages, There seems to be stronger upside conviction internally. Could be important.",No significant narrative gap detected.
news_010223,2019-06-24 00:00:00,2019-06-24 00:00:00,0,REGULATORY,regulatory,neutral,negative,0.8678726553916931,1,0,5,Airbus shuts down subsidiary at centre of bribery investigation,"Based on internal discussion, Discussion suggests the regulatory angle may become more serious. Worth monitoring.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 0 day(s) earlier than external coverage."
news_034995,2019-08-14 00:00:00,2019-08-14 00:00:00,0,M&A,regulatory,neutral,negative,0.5973909497261047,1,0,5,VMWare in talks to buy Pivotal Software; both controlled by Dell,The current internal view is that This transaction could strengthen the position significantly. Keep an eye on this.,No significant narrative gap detected.
news_032101,2019-10-29 00:00:00,2019-10-29 00:00:00,0,EARNINGS,revenue_growth,neutral,negative,0.9396127462387085,1,0,5,"Wall St. dips after S&P notches record, Fed on deck","Based on internal discussion, Expectations internally seem stronger than public coverage suggests. Worth monitoring.",No significant narrative gap detected.
news_032014,2019-10-30 00:00:00,2019-10-30 00:00:00,0,EARNINGS,timing,neutral,positive,0.9558119177818298,-1,0,5,"Lyft sees 'path to profitability' as riders, revenues increase",Internal sentiment indicates that There seems to be positive momentum around performance expectations. Keep an eye on this.,No significant narrative gap detected.
news_030913,2019-11-24 00:00:00,2019-11-24 00:00:00,0,M&A,general,neutral,positive,0.8872703313827515,-1,0,5,Japanese hotel group Unizo gets six new buyout offers,The current internal view is that This transaction could strengthen the position significantly. Could be important.,No significant narrative gap detected.
news_030284,2019-12-11 00:00:00,2019-12-11 00:00:00,0,FORECAST,timing,neutral,negative,0.9696672558784485,1,0,5,Home Depot says peak investments to pressure 2020 margins,Team appears more confident on the outlook than external coverage shows. This may matter soon.,No significant narrative gap detected.
news_029513,2020-01-09 00:00:00,2020-01-09 00:00:00,0,FORECAST,strategic_event,neutral,positive,0.8737950325012207,-1,0,5,IKEA enters UK shopping centers market with London mall deal,The current internal view is that Internal tone points to stronger belief in the forecast. Flag for review.,No significant narrative gap detected.
news_029406,2020-01-13 00:00:00,2020-01-13 00:00:00,0,EARNINGS,timing,neutral,positive,0.9412590265274048,-1,0,5,"Wall Street hits record, boosted by trade and earnings optimism",Internal sentiment indicates that Internal tone suggests confidence around the next results cycle. Keep an eye on this.,No significant narrative gap detected.
news_005870,2020-02-24 00:00:00,2020-02-24 00:00:00,0,FORECAST,general,neutral,positive,0.9314037561416626,-1,0,5,"UK public spending to top £1tn a year, thinktank forecasts","Based on internal discussion, Internal tone points to stronger belief in the forecast. This may matter soon.",No significant narrative gap detected.
news_005160,2020-03-25 00:00:00,2020-03-25 00:00:00,0,EARNINGS,revenue_growth,neutral,negative,0.6922239065170288,1,0,5,"Trump family will not profit from $2tn stimulus package, Schumer says",The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.,No significant narrative gap detected.
news_024491,2020-04-21 00:00:00,2020-04-21 00:00:00,0,REGULATORY,regulatory,neutral,negative,0.9692877531051636,1,0,5,Wall Street tumbles as oil crash stirs pandemic fears,"Based on internal discussion, There seems to be concern that this issue may escalate.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 0 day(s) earlier than external coverage."
news_023981,2020-04-30 00:00:00,2020-04-30 00:00:00,0,EARNINGS,revenue_growth,neutral,positive,0.8895169496536255,-1,0,5,"Fed expands 'Main Street' program to firms with up to 15,000 workers",There seems to be positive momentum around performance expectations. This may matter soon.,No significant narrative gap detected.
news_021996,2020-06-19 00:00:00,2020-06-19 00:00:00,0,EARNINGS,revenue_growth,neutral,negative,0.9745566844940186,1,0,5,Air freight rates head back to earth as virus-driven boom cools,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. Flag for review.",No significant narrative gap detected.
news_051085,2018-05-08 00:00:00,2018-05-10 00:00:00,2,IPO,timing,positive,positive,0.9452672600746155,0,0,4,Dropbox tops estimates in first results since IPO,There seems to be stronger confidence on the IPO outlook internally. Could be important.,Internal communications reference IPO activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_047266,2018-08-29 00:00:00,2018-08-31 00:00:00,2,PARTNERSHIP,strategic_event,positive,positive,0.9445297718048096,0,0,4,Canada's Freeland says 'win-win-win' trade deal with U.S. within reach,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Flag for review.",Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_020262,2018-01-05 00:00:00,2018-01-06 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9385495781898499,0,0,4,Intel facing class-action lawsuits over Meltdown and Spectre bugs,"From the tone of recent messages, Team appears cautious about the investigation risk here. Flag for review.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_052541,2018-04-02 00:00:00,2018-04-03 00:00:00,1,EARNINGS,timing,positive,positive,0.8594369888305664,0,0,4,Samsung's first quarter profit seen at $13.7 billion as DRAM chip margins soar,"Based on internal discussion, Internal tone suggests confidence around the next results cycle. This may matter soon.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_052280,2018-04-08 00:00:00,2018-04-09 00:00:00,1,REGULATORY,valuation,positive,positive,0.7575240731239319,0,0,4,Wall Street rises but pares gains late after report of FBI raid,Team comments suggest that Team appears cautious about the investigation risk here. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is positive, appearing 1 day(s) earlier than external coverage."
news_051570,2018-04-25 00:00:00,2018-04-26 00:00:00,1,EARNINGS,timing,positive,positive,0.9473428130149841,0,0,4,"Microsoft tops estimates as Azure, Office products drive gains","From the tone of recent messages, There seems to be positive momentum around performance expectations.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_051537,2018-04-26 00:00:00,2018-04-27 00:00:00,1,EARNINGS,timing,positive,positive,0.9450555443763733,0,0,4,Refiner Phillips 66 profit beats as chemicals unit outperforms,Team comments suggest that Team appears confident the results will come in well. Keep an eye on this.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_050026,2018-06-06 00:00:00,2018-06-07 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9187644720077515,0,0,4,Yahoo's EU regulator orders privacy changes over data breach,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. Worth monitoring.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_049641,2018-06-17 00:00:00,2018-06-18 00:00:00,1,REGULATORY,regulatory,negative,negative,0.855758011341095,0,0,4,U.S. top court mulls Apple's App Store commissions in antitrust case,"From the tone of recent messages, Team appears cautious about the investigation risk here.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_016377,2018-07-18 00:00:00,2018-07-19 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9464707374572754,0,0,4,Donald Trump lambasts EU over $5.1bn fine for Google,The current internal view is that Internal tone points to elevated compliance sensitivity. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_016255,2018-07-25 00:00:00,2018-07-26 00:00:00,1,FORECAST,general,positive,positive,0.4288161098957062,0,0,4,Sky posts forecast-beating annual results as bidding war rages on,The current internal view is that Team appears more confident on the outlook than external coverage shows. Keep an eye on this.,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_046099,2018-10-08 00:00:00,2018-10-09 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9239926934242249,0,0,4,Google challenges record $5 billion EU antitrust fine,"From the tone of recent messages, Internal tone points to elevated compliance sensitivity. Could be important.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_045381,2018-10-29 00:00:00,2018-10-30 00:00:00,1,REGULATORY,valuation,positive,positive,0.8918078541755676,0,0,4,Facebook expects rising costs to combat scandals to moderate after 2019,"From the tone of recent messages, There seems to be concern that this issue may escalate. This may matter soon.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is positive, appearing 1 day(s) earlier than external coverage."
news_045123,2018-11-06 00:00:00,2018-11-07 00:00:00,1,REGULATORY,timing,negative,negative,0.935298502445221,0,0,4,EU's Vestager says probe into Google AdSense case nearing end,The current internal view is that There seems to be concern that this issue may escalate. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_044921,2018-11-13 00:00:00,2018-11-14 00:00:00,1,REGULATORY,regulatory,negative,negative,0.8886004090309143,0,0,4,FAA denies report on new probe of Boeing's safety analyses on 737 MAX,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_043925,2018-12-10 00:00:00,2018-12-11 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9556269645690918,0,0,4,"EU opens $22 billion Vodafone, Liberty Global deal inquiry",Internal sentiment indicates that Team appears cautious about the investigation risk here. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_042883,2019-01-15 00:00:00,2019-01-16 00:00:00,1,EARNINGS,valuation,negative,negative,0.9735638499259949,0,0,4,"Ford sees weaker-than-expected fourth quarter, uncertainty in 2019",There seems to be positive momentum around performance expectations. This may matter soon.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_041874,2019-02-11 00:00:00,2019-02-12 00:00:00,1,EARNINGS,timing,positive,positive,0.9432476758956909,0,0,4,Under Armour beats holiday-quarter profit on fewer discounts,Internal sentiment indicates that Team appears confident the results will come in well.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_041821,2019-02-12 00:00:00,2019-02-13 00:00:00,1,EARNINGS,valuation,negative,negative,0.9749037623405457,0,0,4,"Dish misses profit estimates on bigger subscriber loss, shares fall",The current internal view is that Expectations internally seem stronger than public coverage suggests. Could be important.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_041467,2019-02-20 00:00:00,2019-02-21 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9288476705551147,0,0,4,"Philadelphia sues seven big banks, alleges municipal bond collusion","Based on internal discussion, There seems to be concern that this issue may escalate. This may matter soon.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_041150,2019-02-27 00:00:00,2019-02-28 00:00:00,1,REGULATORY,valuation,negative,negative,0.8945422768592834,0,0,4,"Kraft Heinz lawsuit targets 3G stock transfer, writedown, SEC probe",The current internal view is that There seems to be concern that this issue may escalate. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_040894,2019-03-06 00:00:00,2019-03-07 00:00:00,1,M&A,regulatory,negative,negative,0.4799560308456421,0,0,4,Democrats probe whether White House interfered in AT&T Time Warner merger,Team seems confident the acquisition will go through. Worth monitoring.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_040521,2019-03-13 00:00:00,2019-03-14 00:00:00,1,FORECAST,valuation,negative,negative,0.45196452736854553,0,0,4,"Boeing shares cheaper, but are they a buy?",The current internal view is that Internal tone points to stronger belief in the forecast. Worth monitoring.,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_039927,2019-03-27 00:00:00,2019-03-28 00:00:00,1,REGULATORY,regulatory,negative,negative,0.8549008965492249,0,0,4,U.S. lawsuit filed against Boeing over Ethiopian Airlines crash,There is concern internally that this could draw more scrutiny. Worth monitoring.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_039674,2019-04-03 00:00:00,2019-04-04 00:00:00,1,EARNINGS,timing,positive,positive,0.9541558623313904,0,0,4,"Corona, Modelo beers drive Constellation beat, wines leave a stain",Team comments suggest that Internal tone suggests confidence around the next results cycle. Worth monitoring.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_038932,2019-04-22 00:00:00,2019-04-23 00:00:00,1,EARNINGS,valuation,positive,positive,0.9203656911849976,0,0,4,"Record highs set by Nasdaq, S&P 500 on upbeat earnings, oil gains",The current internal view is that There seems to be positive momentum around performance expectations. Flag for review.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_036211,2019-07-07 00:00:00,2019-07-08 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9371098279953003,0,0,4,British Airways faces record $230 million fine over data theft,Team comments suggest that There seems to be concern that this issue may escalate. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_009920,2019-07-10 00:00:00,2019-07-11 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9352186322212219,0,0,4,Reckitt Benckiser to pay $1.4bn fine over opioid treatment sales,"From the tone of recent messages, Team appears cautious about the investigation risk here. Keep an eye on this.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_035590,2019-07-28 00:00:00,2019-07-29 00:00:00,1,EARNINGS,revenue_growth,positive,positive,0.9123604893684387,0,0,4,Lufthansa considers holding structure: Handelsblatt,Internal sentiment indicates that Discussion points to a stronger earnings outcome than expected. This may matter soon.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_035381,2019-07-31 00:00:00,2019-08-01 00:00:00,1,EARNINGS,timing,positive,positive,0.9268105030059814,0,0,4,"Free-spending consumers lift company profits, but Trump tariffs now loom",Internal sentiment indicates that Expectations internally seem stronger than public coverage suggests. Flag for review.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_035360,2019-08-01 00:00:00,2019-08-02 00:00:00,1,EARNINGS,timing,positive,positive,0.9435285925865173,0,0,4,"Chevron profit surges 26% on higher output, termination fee","Based on internal discussion, Discussion points to a stronger earnings outcome than expected. Keep an eye on this.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_035195,2019-08-06 00:00:00,2019-08-07 00:00:00,1,EARNINGS,valuation,negative,negative,0.974903404712677,0,0,4,"New York Times forecasts weakness in digital ads, shares down 12%","Based on internal discussion, Internal tone suggests confidence around the next results cycle. Could be important.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_034565,2019-08-27 00:00:00,2019-08-28 00:00:00,1,FORECAST,revenue_growth,negative,negative,0.9723385572433472,0,0,4,Tiffany says sales could miss estimates if Hong Kong protests continue,Team appears more confident on the outlook than external coverage shows. Worth monitoring.,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_034486,2019-08-28 00:00:00,2019-08-29 00:00:00,1,REGULATORY,valuation,negative,negative,0.9501776099205017,0,0,4,FTC probes marketing practices of e-cigarette maker Juul: source,The current internal view is that Team appears cautious about the investigation risk here. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_034190,2019-09-08 00:00:00,2019-09-09 00:00:00,1,EARNINGS,revenue_growth,positive,positive,0.9574447274208069,0,0,4,Citigroup tempers net interest income guidance,Internal tone suggests confidence around the next results cycle. Worth monitoring.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_033921,2019-09-15 00:00:00,2019-09-16 00:00:00,1,REGULATORY,regulatory,negative,negative,0.9455759525299072,0,0,4,OxyContin maker Purdue Pharma files for bankruptcy protection,The current internal view is that Discussion suggests the regulatory angle may become more serious. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_033821,2019-09-17 00:00:00,2019-09-18 00:00:00,1,FORECAST,timing,positive,positive,0.5240904092788696,0,0,4,"Exclusive: Italy cuts 2019, 2020 GDP growth forecasts - sources",Internal tone points to stronger belief in the forecast. Flag for review.,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_032698,2019-10-14 00:00:00,2019-10-15 00:00:00,1,EARNINGS,revenue_growth,negative,negative,0.9760481715202332,0,0,4,Wells Fargo reports falling profit as legal costs mount,"From the tone of recent messages, Team appears confident the results will come in well.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_032159,2019-10-27 00:00:00,2019-10-28 00:00:00,1,REGULATORY,regulatory,negative,negative,0.922167181968689,0,0,4,California regulator to probe utilities' mass power outages aimed at preventing fires,"From the tone of recent messages, Internal tone points to elevated compliance sensitivity. Flag for review.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_031846,2019-10-31 00:00:00,2019-11-01 00:00:00,1,EARNINGS,regulatory,negative,negative,0.8978581428527832,0,0,4,Proxy adviser ISS sues U.S. markets regulator over guidance aimed at curbing advice,The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_030175,2019-12-12 00:00:00,2019-12-13 00:00:00,1,REGULATORY,regulatory,negative,negative,0.40867120027542114,0,0,4,Bankrupt Philadelphia refinery expects second insurance payment,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_029402,2020-01-12 00:00:00,2020-01-13 00:00:00,1,REGULATORY,regulatory,negative,negative,0.7562119960784912,0,0,4,Apple rejects claims it did not provide assistance in Pensacola shooting probe,Team comments suggest that Discussion suggests the regulatory angle may become more serious. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_028751,2020-01-29 00:00:00,2020-01-30 00:00:00,1,EARNINGS,valuation,negative,negative,0.9755386710166931,0,0,4,Verizon shares down on profit miss even as wireless customers added,The current internal view is that Internal tone suggests confidence around the next results cycle. Keep an eye on this.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_028123,2020-02-11 00:00:00,2020-02-12 00:00:00,1,EARNINGS,valuation,positive,positive,0.5832583904266357,0,0,4,Mexico's America Movil to focus on bringing 5G to Latin America,Team comments suggest that Expectations internally seem stronger than public coverage suggests.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_027973,2020-02-14 00:00:00,2020-02-15 00:00:00,1,EARNINGS,revenue_growth,negative,negative,0.9643157720565796,0,0,4,Investment bank loss mars Thiam's final act at Credit Suisse,Team comments suggest that Discussion points to a stronger earnings outcome than expected. Could be important.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_023582,2020-05-11 00:00:00,2020-05-12 00:00:00,1,EARNINGS,revenue_growth,negative,negative,0.9735429883003235,0,0,4,Toyota sees 80% profit drop as virus wipes $14 billion off car sales,Internal sentiment indicates that Expectations internally seem stronger than public coverage suggests. Could be important.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_051206,2018-05-07 00:00:00,2018-05-08 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.5817657113075256,0,0,3,"Icahn, Deason want bid of at least $40 per share for Xerox",Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_017781,2018-05-09 00:00:00,2018-05-10 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.7254482507705688,0,0,3,EU rushes to arrange crisis meeting with Iran over nuclear deal,Team comments suggest that There seems to be stronger belief in the strategic value of this deal. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_050339,2018-05-30 00:00:00,2018-05-31 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.49554455280303955,0,0,3,NAFTA deal very difficult before Mexico election: Guajardo,"Based on internal discussion, Internal tone is more confident around the agreement. Keep an eye on this.",Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_017273,2018-06-03 00:00:00,2018-06-04 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.9354034066200256,0,0,3,Aunt Bessie’s to be sold to Birds Eye owner in £210m deal,"Based on internal discussion, There seems to be stronger belief in the strategic value of this deal. This may matter soon.",Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_016491,2018-07-12 00:00:00,2018-07-13 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.8595229387283325,0,0,3,MoD property deal 'could cost taxpayer up to £5bn',Internal tone is more confident around the agreement. Worth monitoring.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_002044,2018-08-14 11:34:00,2018-08-15 11:34:00,1,PARTNERSHIP,valuation,neutral,neutral,0.8407089114189148,0,0,3,Cramer Remix: Why this stock could be red hot,Discussion suggests the partnership could be more meaningful than reported. This may matter soon.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_046643,2018-09-19 00:00:00,2018-09-20 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.48663002252578735,0,0,3,"NAFTA deal not yet in sight, Canada stands firm on auto tariffs",The current internal view is that Internal tone is more confident around the agreement. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_045295,2018-11-01 00:00:00,2018-11-02 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.8976588249206543,0,0,3,"At Telematics crossroads, TomTom CEO plots next move",There seems to be stronger belief in the strategic value of this deal. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_013500,2018-12-17 00:00:00,2018-12-18 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.8664308190345764,0,0,3,UK aerospace firms apply for EU regulation before no-deal Brexit,"Based on internal discussion, The internal view seems more positive than the public framing.",Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_001402,2019-03-19 20:59:00,2019-03-20 20:59:00,1,PARTNERSHIP,valuation,neutral,neutral,0.7109648585319519,0,0,3,Cramer Remix: Forget the stocks caught in the trade war crossfire,Team comments suggest that There seems to be stronger belief in the strategic value of this deal. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_039708,2019-04-02 00:00:00,2019-04-03 00:00:00,1,IPO,general,neutral,neutral,0.93313068151474,0,0,3,Carl Icahn sold Lyft stake to Soros prior to IPO: WSJ,"Based on internal discussion, Internal discussion suggests confidence around the listing process.",Internal communications reference IPO activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_036966,2019-06-12 00:00:00,2019-06-13 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.5691945552825928,0,0,3,U.S. judge sets pre-trial hearing next week for Sprint/T-Mobile deal,"From the tone of recent messages, Internal tone is more confident around the agreement. Flag for review.",Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_033833,2019-09-17 00:00:00,2019-09-18 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.49172863364219666,0,0,3,Nissan plans sale of Trading unit in $1 billion deal: Bloomberg,The current internal view is that Team appears optimistic about the contract impact.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_008454,2019-09-29 00:00:00,2019-09-30 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0.9036800265312195,0,0,3,Short-selling: can hedge funds make a fortune from no-deal Brexit?,Team comments suggest that Discussion suggests the partnership could be more meaningful than reported.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_002417,2018-04-16 19:24:00,2018-04-16 19:24:00,0,EARNINGS,valuation,neutral,neutral,0.5497042536735535,0,0,3,Cramer points to 3 political problems threatening the stock market's bull case,The current internal view is that Internal tone suggests confidence around the next results cycle. Worth monitoring.,No significant narrative gap detected.
news_050821,2018-05-17 00:00:00,2018-05-17 00:00:00,0,PARTNERSHIP,strategic_event,neutral,positive,0.9367921948432922,-1,0,3,Exclusive: Intel's Mobileye gets self-driving tech deal for 8 million cars,The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Worth monitoring.,No significant narrative gap detected.
news_002214,2018-06-14 19:09:00,2018-06-14 19:09:00,0,EARNINGS,valuation,neutral,neutral,0.6189268827438354,0,0,3,Cramer's lightning round: Skechers is in the 'penalty box' until its next earnings report,"From the tone of recent messages, Internal tone suggests confidence around the next results cycle. This may matter soon.",No significant narrative gap detected.
news_002049,2018-08-14 19:09:00,2018-08-14 19:09:00,0,EARNINGS,revenue_growth,neutral,neutral,0.9149473905563354,0,0,3,"Cramer: These companies’ earnings show that millennials are spending money on handbags, not houses",The current internal view is that Discussion points to a stronger earnings outcome than expected. This may matter soon.,No significant narrative gap detected.
news_044943,2018-11-13 00:00:00,2018-11-13 00:00:00,0,PARTNERSHIP,strategic_event,neutral,positive,0.6031991243362427,-1,0,3,Pentagon expects next big F-35 contract in spring 2019,"From the tone of recent messages, Team appears optimistic about the contract impact. Flag for review.",No significant narrative gap detected.
news_013850,2018-11-28 00:00:00,2018-11-28 00:00:00,0,PARTNERSHIP,strategic_event,neutral,negative,0.9614207148551941,1,0,3,Business live Bank of England warns no-deal Brexit would cause historic downturn - as it happened,Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this.,No significant narrative gap detected.
news_044284,2018-12-03 00:00:00,2018-12-03 00:00:00,0,PARTNERSHIP,strategic_event,neutral,negative,0.8198046088218689,1,0,3,Trump to notify Congress in 'near future' he will terminate NAFTA,Team appears optimistic about the contract impact.,No significant narrative gap detected.
