linked_public_doc,internal_date,public_date,gap_days,internal_event_type,internal_aspect,public_baseline_sentiment,internal_sentiment,sentiment_gap_score,narrative_gap_flag,risk_score,public_headline,internal_text
news_030851,2019-11-26 00:00:00,2019-11-26 00:00:00,0,M&A,valuation,positive,positive,0,0,2,"Car parts maker Faurecia sees record profits in 2022, shares rise",Team comments suggest that This transaction could strengthen the position significantly. Keep an eye on this.
news_030061,2019-12-17 00:00:00,2019-12-17 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Producer on U.S. TV show '60 Minutes' sues CBS for alleged gender discrimination,There seems to be concern that this issue may escalate.
news_029513,2020-01-09 00:00:00,2020-01-09 00:00:00,0,FORECAST,strategic_event,neutral,neutral,0,0,2,IKEA enters UK shopping centers market with London mall deal,The current internal view is that Internal tone points to stronger belief in the forecast. Flag for review.
news_028074,2020-02-13 00:00:00,2020-02-13 00:00:00,0,EARNINGS,timing,negative,negative,0,0,2,Steel becomes new problem child as Thyssenkrupp posts profit drop,Team comments suggest that Internal tone suggests confidence around the next results cycle.
news_028067,2020-02-13 00:00:00,2020-02-13 00:00:00,0,EARNINGS,timing,positive,positive,0,0,2,AIG profit beats on stronger underwriting in general insurance unit,Internal sentiment indicates that Team appears confident the results will come in well. Keep an eye on this.
news_005870,2020-02-24 00:00:00,2020-02-24 00:00:00,0,FORECAST,general,neutral,neutral,0,0,2,"UK public spending to top £1tn a year, thinktank forecasts","Based on internal discussion, Internal tone points to stronger belief in the forecast. This may matter soon."
news_027197,2020-03-05 00:00:00,2020-03-05 00:00:00,0,EARNINGS,revenue_growth,negative,negative,0,0,2,"Portugal's TAP cancels 1,000 flights in March-April as coronavirus hits demand","From the tone of recent messages, Team appears confident the results will come in well. Worth monitoring."
news_005160,2020-03-25 00:00:00,2020-03-25 00:00:00,0,EARNINGS,revenue_growth,neutral,neutral,0,0,2,"Trump family will not profit from $2tn stimulus package, Schumer says",The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.
news_025620,2020-03-31 00:00:00,2020-03-31 00:00:00,0,M&A,strategic_event,neutral,neutral,0,0,2,"Fiat Chrysler does not see delay in PSA merger, FIOM union says",Team comments suggest that This transaction could strengthen the position significantly. Keep an eye on this.
news_025481,2020-04-02 00:00:00,2020-04-02 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,FCC proposes to fine TracFone Wireless $6 million for subsidy violations,"Based on internal discussion, Team appears cautious about the investigation risk here. Worth monitoring."
news_004822,2020-04-11 00:00:00,2020-04-11 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,"Nils Pratley on finance The Treasury is asking for a big overdraft. Fine, as long as it's short-term","Based on internal discussion, There seems to be concern that this issue may escalate. Flag for review."
news_024491,2020-04-21 00:00:00,2020-04-21 00:00:00,0,REGULATORY,regulatory,neutral,neutral,0,0,2,Wall Street tumbles as oil crash stirs pandemic fears,"Based on internal discussion, There seems to be concern that this issue may escalate."
news_022999,2020-05-26 00:00:00,2020-05-26 00:00:00,0,EARNINGS,revenue_growth,neutral,neutral,0,0,2,Merck to buy Austrian vaccine maker as it jumps into COVID-19 race,Internal tone suggests confidence around the next results cycle.
news_022403,2020-06-09 00:00:00,2020-06-09 00:00:00,0,FORECAST,general,negative,negative,0,0,2,HSBC cuts year-end 10-year UK gilt yield forecast to 0%,Internal sentiment indicates that Internal tone points to stronger belief in the forecast. Could be important.
news_021590,2020-06-29 00:00:00,2020-06-29 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,"U.S. appeals court stays order requiring GM, FCA meet to resolve GM lawsuit",Team comments suggest that There is concern internally that this could draw more scrutiny. Worth monitoring.
news_020768,2020-07-15 00:00:00,2020-07-15 00:00:00,0,REGULATORY,valuation,negative,negative,0,0,2,German's watchdog widens probe of possible Wirecard insider trading,"From the tone of recent messages, Team appears cautious about the investigation risk here. Could be important."
news_019004,2018-03-04 00:00:00,2018-03-04 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Oil deal corruption trial in Italy is 'wake-up call for industry',"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Flag for review."
news_019022,2018-03-04 00:00:00,2018-03-04 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Why US media giants are eyeing Sky – and what any deal might mean,The current internal view is that Internal tone is more confident around the agreement. Could be important.
news_052578,2018-04-03 00:00:00,2018-04-03 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Toshiba won't cancel $18 billion chip deal unless any major material change: CEO,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported."
news_050821,2018-05-17 00:00:00,2018-05-17 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Exclusive: Intel's Mobileye gets self-driving tech deal for 8 million cars,The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Worth monitoring.
news_047439,2018-08-27 00:00:00,2018-08-27 00:00:00,0,PARTNERSHIP,timing,neutral,neutral,0,0,0,"Mexico, U.S. closing in on NAFTA deal, talks to resume Monday",The current internal view is that The internal view seems more positive than the public framing. Could be important.
news_046877,2018-09-13 00:00:00,2018-09-13 00:00:00,0,PARTNERSHIP,timing,neutral,neutral,0,0,0,"Canada PM says he wants a good NAFTA deal soon, hazy on deadline","Based on internal discussion, Internal tone is more confident around the agreement. Keep an eye on this."
news_044943,2018-11-13 00:00:00,2018-11-13 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Pentagon expects next big F-35 contract in spring 2019,"From the tone of recent messages, Team appears optimistic about the contract impact. Flag for review."
news_013850,2018-11-28 00:00:00,2018-11-28 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Business live Bank of England warns no-deal Brexit would cause historic downturn - as it happened,Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this.
news_044284,2018-12-03 00:00:00,2018-12-03 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Trump to notify Congress in 'near future' he will terminate NAFTA,Team appears optimistic about the contract impact.
news_043597,2018-12-20 00:00:00,2018-12-20 00:00:00,0,PARTNERSHIP,valuation,neutral,neutral,0,0,0,Truckmaker Volvo builds safety stockpiles to prepare for no-deal Brexit,Internal sentiment indicates that Internal tone is more confident around the agreement. This may matter soon.
news_042334,2019-01-30 00:00:00,2019-01-30 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,"Israel, Intel agree to reciprocal spending deal: ministry",The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Could be important.
news_012645,2019-02-04 00:00:00,2019-02-04 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Hermes to offer gig economy drivers better rights under union deal,The current internal view is that Discussion suggests the partnership could be more meaningful than reported.
news_040078,2019-03-26 00:00:00,2019-03-26 00:00:00,0,IPO,general,neutral,neutral,0,0,0,Mastercard to invest $300 million in Network International IPO,Team comments suggest that Discussion suggests expectations are stronger than external coverage indicates.
news_039410,2019-04-11 00:00:00,2019-04-11 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,"Exclusive: Chevron, investor reach deal on Myanmar shareholder resolution","From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Keep an eye on this."
news_039006,2019-04-22 00:00:00,2019-04-22 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,French retailer Casino sells assets to Apollo Global,Team comments suggest that Discussion suggests the partnership could be more meaningful than reported. Could be important.
news_010188,2019-06-25 00:00:00,2019-06-25 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Germany ‘will talk to the last hour’ to avoid no-deal Brexit,Team comments suggest that There seems to be stronger belief in the strategic value of this deal. Worth monitoring.
news_036408,2019-06-29 00:00:00,2019-06-29 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,"Russia, Saudi deal shows commitment to oil market stability: Novak",Internal sentiment indicates that The internal view seems more positive than the public framing. Flag for review.
news_034598,2019-08-27 00:00:00,2019-08-27 00:00:00,0,IPO,timing,neutral,neutral,0,0,0,American Airlines 'confident' of Boeing 737 MAX flying this year: executive,Team comments suggest that Internal tone points to optimism around the offering. This may matter soon.
news_033848,2019-09-17 00:00:00,2019-09-17 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Apple says $14 billion EU tax order 'defies reality and common sense',Team comments suggest that Discussion suggests the partnership could be more meaningful than reported. Worth monitoring.
news_008437,2019-10-01 00:00:00,2019-10-01 00:00:00,0,PARTNERSHIP,strategic_event,negative,negative,0,0,0,UK house prices fall amid no-deal Brexit fears,The internal view seems more positive than the public framing. Could be important.
news_031839,2019-11-02 00:00:00,2019-11-02 00:00:00,0,IPO,general,neutral,neutral,0,0,0,Saudi Crown Prince approves announcement of Aramco IPO on Sunday - sources,"From the tone of recent messages, Internal tone points to optimism around the offering. Keep an eye on this."
news_031473,2019-11-11 00:00:00,2019-11-11 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,China's Jingye Group agrees outline deal to rescue British Steel,Team comments suggest that The internal view seems more positive than the public framing. Flag for review.
news_031165,2019-11-19 00:00:00,2019-11-19 00:00:00,0,PARTNERSHIP,timing,neutral,neutral,0,0,0,Japan lower house passes U.S. trade deal; auto tariffs still in question,Internal tone is more confident around the agreement. Keep an eye on this.
news_031086,2019-11-20 00:00:00,2019-11-20 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Trump says U.S. is still talking to China on trade,Internal sentiment indicates that Team appears optimistic about the contract impact. Keep an eye on this.
news_030245,2019-12-12 00:00:00,2019-12-12 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,U.S. offers to cancel December 15 tariffs on Chinese goods: WSJ,Internal tone is more confident around the agreement. Worth monitoring.
news_030192,2019-12-13 00:00:00,2019-12-13 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,"China to buy $50 billion in U.S. farm products under deal, Trump says","Based on internal discussion, Internal tone is more confident around the agreement. Could be important."
news_030155,2019-12-14 00:00:00,2019-12-14 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,U.S.-China trade deal cuts tariffs for Beijing promise of big farm purchases,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported."
news_028370,2020-02-06 00:00:00,2020-02-06 00:00:00,0,IPO,general,neutral,neutral,0,0,0,Exclusive: Coronavirus outbreak delays Carlyle's Atotech IPO - sources,"From the tone of recent messages, Internal tone points to optimism around the offering. Worth monitoring."
news_025583,2020-04-01 00:00:00,2020-04-01 00:00:00,0,PARTNERSHIP,strategic_event,positive,positive,0,0,0,U.S. dollar gains as global recession looms,The current internal view is that Internal tone is more confident around the agreement. This may matter soon.
news_025558,2020-04-02 00:00:00,2020-04-02 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,Trump says he expects Saudi-Russia oil production deal in coming days,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Worth monitoring."
news_003585,2020-06-12 00:00:00,2020-06-12 00:00:00,0,PARTNERSHIP,strategic_event,neutral,neutral,0,0,0,"No-deal Brexit would be 'major block' to UK's recovery, warns CBI",Team comments suggest that The internal view seems more positive than the public framing. This may matter soon.
