linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,internal_sentiment,is_gap_case,internal_baseline_event_type,internal_baseline_aspect,internal_baseline_sentiment,public_date,public_text,public_headline,public_event_type,public_aspect,public_baseline_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score
news_048671,2018-07-13 00:00:00,The current internal view is that Team appears optimistic about the contract impact. Could be important.,PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,positive,2018-07-17 00:00:00,Start-up backed by JetBlue founder commits to 60 Airbus A220 jets. European planemaker Airbus said on Tuesday a U.S. airline start-up backed by investors including JetBlue founder David Neeleman had signed a provisional deal to buy 60 Airbus A220-300 aircraft,Start-up backed by JetBlue founder commits to 60 Airbus A220 jets,PARTNERSHIP,strategic_event,neutral,4,1,1,11
news_039099,2019-04-14 00:00:00,Discussion suggests the partnership could be more meaningful than reported.,PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,neutral,2019-04-18 00:00:00,"Sino-U.S. trade deal negotiation makes new progress: China's commerce ministry. There has been new progress in negotiating the text of a Sino-U.S. trade deal, but work remains to be done, China's commerce ministry spokesman, Gao Feng, told a regular news briefing on Thursday",Sino-U.S. trade deal negotiation makes new progress: China's commerce ministry,PARTNERSHIP,strategic_event,neutral,4,1,1,11
news_039047,2019-04-15 00:00:00,The current internal view is that Internal tone is more confident around the agreement. Could be important.,PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,general,neutral,2019-04-19 00:00:00,"Foxconn says it remains committed to Wisconsin investment project. Taiwan's Foxconn said on Friday it remains committed to its contract to build a display plant and tech research facilities in Wisconsin, days after the U.S. state's governor said he wanted to renegotiate the deal",Foxconn says it remains committed to Wisconsin investment project,PARTNERSHIP,strategic_event,neutral,4,1,1,11
news_030168,2019-12-10 00:00:00,Internal sentiment indicates that Team appears optimistic about the contract impact. Flag for review.,PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,positive,2019-12-14 00:00:00,"Take Five: What's the deal?. U.S. President Donald Trump and Chinese officials have agreed to a ""phase one"" trade deal that includes cutting U.S. tariffs on Chinese goods",Take Five: What's the deal?,PARTNERSHIP,strategic_event,neutral,4,1,1,11
news_029301,2020-01-11 00:00:00,There seems to be stronger belief in the strategic value of this deal. Worth monitoring.,PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,positive,2020-01-15 00:00:00,"China's 'market condition' caveat on U.S. ag purchases adds to trade deal doubts. China's pledge to buy U.S. farm goods based on ""market conditions"" during the Phase 1 trade deal signing ceremony on Wednesday added to doubts among farmers and commodity traders over Beijing's lingering tariffs on U.S. exports",China's 'market condition' caveat on U.S. ag purchases adds to trade deal doubts,PARTNERSHIP,strategic_event,neutral,4,1,1,11
news_043147,2019-01-06 00:00:00,"Based on internal discussion, Internal tone suggests confidence around the next results cycle. This may matter soon.",EARNINGS,valuation,positive,True,EARNINGS,timing,neutral,2019-01-09 00:00:00,"Lennar sees housing demand rebounding, shares up nearly 10 percent. Lennar Corp said on Wednesday it was seeing an improvement in home sales in its new fiscal year as mortgage rates start to ease and posted earnings ahead of expectations, allaying concerns of a slowdown in the broader U.S. housing market","Lennar sees housing demand rebounding, shares up nearly 10 percent",EARNINGS,valuation,neutral,3,1,1,11
news_011823,2019-03-21 00:00:00,There seems to be growing confidence around the deal. Flag for review.,M&A,regulatory,positive,True,PARTNERSHIP,strategic_event,neutral,2019-03-24 00:00:00,Sainsbury's and Asda offer to sell up to 150 stores to secure merger,Sainsbury's and Asda offer to sell up to 150 stores to secure merger,M&A,regulatory,neutral,3,1,1,11
news_039314,2019-04-09 00:00:00,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected.",EARNINGS,valuation,positive,True,EARNINGS,revenue_growth,positive,2019-04-12 00:00:00,"China data, JPMorgan results lift stocks, riskier assets. Global stocks rose on Friday after JP Morgan's results kicked off the U.S. corporate earnings season in style, while signs of stabilization in China's economy helped riskier assets amid talk that the growth outlook worldwide is better than thought","China data, JPMorgan results lift stocks, riskier assets",EARNINGS,valuation,neutral,3,1,1,11
news_035244,2019-08-03 00:00:00,Team comments suggest that Team seems confident the acquisition will go through. Could be important.,M&A,strategic_event,positive,True,M&A,strategic_event,neutral,2019-08-06 00:00:00,"Snap to raise $1 billion to invest in AR, possible acquisitions. Snap Inc on Tuesday said it will raise $1 billion in short-term debt and plans to invest in more media content, augmented reality features and may also buy other companies","Snap to raise $1 billion to invest in AR, possible acquisitions",M&A,strategic_event,neutral,3,1,1,11
news_000689,2019-11-22 11:23:00,Team comments suggest that Team seems confident the acquisition will go through. Could be important.,M&A,valuation,positive,True,M&A,strategic_event,neutral,2019-11-25 11:23:00,"Everything Jim Cramer said on 'Mad Money,' including Schwab-TD Ameritrade talks, weed stocks. CNBC's Jim Cramer explains what triggered Charles Schwab and TD Ameritrade brokerages to discuss a merger, tells investors it's time to sell marijuana stocks and sits down with the CEOs of United Airlines and Advanced Micro Devices","Everything Jim Cramer said on 'Mad Money,' including Schwab-TD Ameritrade talks, weed stocks",M&A,valuation,neutral,3,1,1,11
news_029133,2020-01-18 00:00:00,Internal tone points to elevated compliance sensitivity.,REGULATORY,regulatory,negative,True,GENERAL,general,neutral,2020-01-21 00:00:00,Judge dismisses defunct startup Sidecar's 2018 lawsuit against Uber. Uber Technologies Inc on Tuesday prevailed in a lawsuit accusing it of driving a smaller rival out of business through predatory pricing and other anticompetitive practices,Judge dismisses defunct startup Sidecar's 2018 lawsuit against Uber,REGULATORY,regulatory,neutral,3,-1,1,11
news_022657,2020-05-31 00:00:00,There seems to be concern that this issue may escalate. Keep an eye on this.,REGULATORY,regulatory,negative,True,GENERAL,general,negative,2020-06-03 00:00:00,"U.S. services sector off 11-year trough; still contracting. U.S. services industry activity pushed off an 11-year low in May, but businesses appeared in no rush to rehire workers as they reopen, supporting views the economy could take years to recover from the devastation caused by the COVID-19 crisis",U.S. services sector off 11-year trough; still contracting,REGULATORY,regulatory,neutral,3,-1,1,11
news_022511,2020-06-02 00:00:00,The current internal view is that This transaction could strengthen the position significantly.,M&A,strategic_event,positive,True,GENERAL,general,neutral,2020-06-05 00:00:00,"LVMH refrains from renegotiating Tiffany deal, sources say. French luxury goods giant is not asking to renegotiate its $16.2-billion acquisition of U.S. jewelry chain Tiffany & Co after deliberating whether to do so, people familiar with the matter said on Friday","LVMH refrains from renegotiating Tiffany deal, sources say",M&A,strategic_event,neutral,3,1,1,11
news_045667,2018-10-21 00:00:00,"Based on internal discussion, Discussion points to a stronger earnings outcome than expected. This may matter soon.",EARNINGS,valuation,positive,True,EARNINGS,timing,positive,2018-10-22 00:00:00,"Hasbro results dented by lingering Toys 'R' Us woes, shares drop. Toymaker Hasbro Inc missed analysts' expectations for quarterly revenue and profit on Monday, as the demise of major retail partner Toys 'R' Us hurt sales in Europe and the United States, sending its shares down as much as 8 percent","Hasbro results dented by lingering Toys 'R' Us woes, shares drop",EARNINGS,valuation,negative,1,2,1,10
news_042812,2019-01-16 00:00:00,"From the tone of recent messages, Internal tone suggests confidence around the next results cycle. Worth monitoring.",EARNINGS,valuation,positive,True,EARNINGS,general,neutral,2019-01-17 00:00:00,"Netflix: Down after co misses fourth-quarter revenue estimates. ** Netflix's shares down 4.5 pct at $337.46 in extended trading - if losses hold on Friday, stock set for its biggest 1-day fall so far this year",Netflix: Down after co misses fourth-quarter revenue estimates,EARNINGS,valuation,negative,1,2,1,10
news_039927,2019-03-27 00:00:00,There is concern internally that this could draw more scrutiny. Worth monitoring.,REGULATORY,regulatory,negative,True,GENERAL,general,negative,2019-03-28 00:00:00,U.S. lawsuit filed against Boeing over Ethiopian Airlines crash. A lawsuit against Boeing Co was filed in U.S. federal court on Thursday in what appeared to be the first suit over a March 10 Ethiopian Airlines 737 MAX crash that killed 157 people,U.S. lawsuit filed against Boeing over Ethiopian Airlines crash,REGULATORY,regulatory,positive,1,-2,1,10
news_032061,2019-10-29 00:00:00,Team appears confident the results will come in well. Flag for review.,EARNINGS,revenue_growth,positive,True,EARNINGS,general,neutral,2019-10-30 00:00:00,"VW lowers 2019 sales outlook as demand cools. Volkswagen lowered its full-year sales outlook on Wednesday, warning of slowing demand even as nine-month adjusted operating profit jumped 11.2% on increased demand for SUVs as well as Skoda and Porsche cars",VW lowers 2019 sales outlook as demand cools,EARNINGS,revenue_growth,negative,1,2,1,10
news_012666,2019-01-31 00:00:00,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Flag for review.",PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,neutral,2019-02-03 00:00:00,Oldies are pampered. We should offer a new deal to the young,Oldies are pampered. We should offer a new deal to the young,PARTNERSHIP,strategic_event,neutral,3,1,1,9
news_012078,2019-03-04 00:00:00,Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal. Flag for review.,PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,positive,2019-03-07 00:00:00,How five smaller UK firms are preparing for a no-deal Brexit,How five smaller UK firms are preparing for a no-deal Brexit,PARTNERSHIP,strategic_event,neutral,3,1,1,9
news_009908,2019-07-08 00:00:00,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this.",PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,neutral,2019-07-11 00:00:00,Bank of England warns no-deal Brexit could trigger economic shock,Bank of England warns no-deal Brexit could trigger economic shock,PARTNERSHIP,strategic_event,neutral,3,1,1,9
news_002517,2018-03-17 19:46:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations. Keep an eye on this.",EARNINGS,revenue_growth,positive,True,GENERAL,general,positive,2018-03-19 19:46:00,Cramer: Etsy is a buy after proving it can stave off Amazon. Jim Cramer comes around on e-commerce platform Etsy following its latest earnings report,Cramer: Etsy is a buy after proving it can stave off Amazon,EARNINGS,revenue_growth,neutral,2,1,1,9
news_049314,2018-06-25 00:00:00,Internal sentiment indicates that There seems to be growing confidence around the deal. Worth monitoring.,M&A,regulatory,positive,True,PARTNERSHIP,strategic_event,neutral,2018-06-27 00:00:00,"Trump to use U.S. security review panel to curb China tech investments. U.S. President Donald Trump said on Wednesday he will use a strengthened national security review process to thwart Chinese acquisitions of sensitive American technologies, a softer approach than imposing China-specific investment restrictions",Trump to use U.S. security review panel to curb China tech investments,M&A,regulatory,neutral,2,1,1,9
news_014539,2018-10-24 00:00:00,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. Flag for review.",EARNINGS,revenue_growth,positive,True,GENERAL,general,positive,2018-10-26 00:00:00,Alphabet reports $33.7bn in revenue as sexual misconduct claims engulf Google,Alphabet reports $33.7bn in revenue as sexual misconduct claims engulf Google,EARNINGS,revenue_growth,neutral,2,1,1,9
news_044632,2018-11-20 00:00:00,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. This may matter soon.,REGULATORY,regulatory,negative,True,GENERAL,timing,neutral,2018-11-22 00:00:00,"Abu Dhabi's IPIC files lawsuit against Goldman Sachs, others over 1MDB case. Abu Dhabi's International Petroleum Investment Co (IPIC) said on Wednesday it had filed a lawsuit against U.S. investment bank Goldman Sachs and others to recover losses suffered through its dealings with Malaysian state fund 1MDB","Abu Dhabi's IPIC files lawsuit against Goldman Sachs, others over 1MDB case",REGULATORY,regulatory,neutral,2,-1,1,9
news_043698,2018-12-15 00:00:00,The current internal view is that Internal discussion suggests the merger is progressing well. Flag for review.,M&A,regulatory,positive,True,M&A,strategic_event,neutral,2018-12-17 00:00:00,"T-Mobile, Sprint win U.S. security approvals for merger. T-Mobile US Inc and Sprint Corp have won backing for their $26 billion merger from two national security reviews on Monday, clearing key hurdles in their tie-up bid","T-Mobile, Sprint win U.S. security approvals for merger",M&A,regulatory,neutral,2,1,1,9
news_007055,2019-12-15 00:00:00,The current internal view is that There is concern internally that this could draw more scrutiny. This may matter soon.,REGULATORY,regulatory,negative,True,GENERAL,timing,negative,2019-12-17 00:00:00,Westpac scandal: Apra launches full investigation into bank over child exploitation allegations,Westpac scandal: Apra launches full investigation into bank over child exploitation allegations,REGULATORY,regulatory,neutral,2,-1,1,9
news_024576,2020-04-18 00:00:00,Discussion suggests expectations are more positive than public commentary. Worth monitoring.,FORECAST,revenue_growth,positive,True,GENERAL,general,positive,2020-04-20 00:00:00,"IBM sees shift in client spend priorities, withdraws annual forecast. International Business Machines Corp's clients have shifted priorities toward saving capital in recent weeks because of COVID-19, hitting software sales in particular, new Chief Executive Officer Arvind Krishna said as the company withdrew its 2020 annual forecast","IBM sees shift in client spend priorities, withdraws annual forecast",FORECAST,revenue_growth,neutral,2,1,1,9
